"Personas","Edad","Tiempo","Monto","Dia","Soporte","Encuesta"
"VDMLFR",70,1.97,19700,"Sabado","No","Normal"
"RSKVZR",72,3.13,31300,"Viernes","No","Mala"
"ZJZPAP",9,1.64,16400,"Martes","No","Muy Buena"
"FEUADJ",79,1.92,19200,"Sabado","No","Mala"
"EIAJTK",71,0.74,7400,"Jueves","Si","Buena"
"EDSAGI",55,2.37,23700,"Jueves","No","Normal"
"JBJGDT",20,3.47,34700,"Lunes","Si","Buena"
"RDXGIN",51,2.32,23200,"Miercoles","No","Buena"
"YLYBDV",15,0.65,6500,"Martes","No","Mala"
"QILCDU",81,3.25,32500,"Viernes","No","Normal"
"LXVRYM",66,0.58,5800,"Sabado","No","Buena"
"FNVKQD",59,3.25,32500,"Domingo","No","Normal"
"LDUNCZ",41,2.41,24100,"Miercoles","No","Mala"
"QXJLDG",78,3.14,31400,"Domingo","Si","Buena"
"GMCYTF",67,1.25,12500,"Domingo","No","Normal"
"HRZYVS",77,2.24,22400,"Sabado","No","Normal"
"NKFXSX",89,1.29,12900,"Domingo","No","Mala"
"XSIABN",5,0.86,8600,"Miercoles","No","Mala"
"RLIFUT",74,1.44,14400,"Sabado","No","Muy Buena"
"ONRIRZ",48,2.77,27700,"Domingo","No","Muy mala"
"UMKDZS",80,3.28,32800,"Sabado","Si","Buena"
"NOWEUB",37,0.61,6100,"Domingo","No","Muy Buena"
"FWDDGH",25,1.2,12000,"Lunes","No","Mala"
"LRENIF",67,2.04,20400,"Sabado","Si","Normal"
"ABIBOJ",81,3.41,34100,"Martes","No","Buena"
"YCMODN",39,1.78,17800,"Viernes","No","Muy Buena"
"ZHLYXV",12,2.1,21000,"Jueves","No","Normal"
"ZDTVSO",9,2.58,25800,"Viernes","No","Buena"
"IEJJSV",76,1.5,15000,"Miercoles","No","Buena"
"ZBPWYH",49,1.71,17100,"Sabado","No","Buena"
"MIPHJA",85,2.53,25300,"Viernes","Si","Muy Buena"
"PIUTGU",15,1.15,11500,"Jueves","Si","Muy Buena"
"IKALEW",42,1.87,18700,"Domingo","No","Normal"
"OGEJRP",43,3.99,39900,"Viernes","No","Muy mala"
"YDAYEJ",71,2.76,27600,"Viernes","No","Muy Buena"
"TTKRZK",79,0.71,7100,"Miercoles","Si","Muy mala"
"JHJICF",68,2.53,25300,"Miercoles","No","Mala"
"WIEXGN",86,2.71,27100,"Lunes","No","Normal"
"MWWEFM",12,3.47,34700,"Jueves","No","Buena"
"YWJLBQ",64,3.93,39300,"Sabado","No","Buena"
"QDMEML",85,3.32,33200,"Viernes","No","Muy Buena"
"VVSPDC",23,1.65,16500,"Domingo","Si","Normal"
"XWEZPH",45,2.98,29800,"Lunes","No","Normal"
"CWFNFI",17,2.11,21100,"Miercoles","No","Normal"
"VEXTMN",22,3.59,35900,"Jueves","No","Muy mala"
"PYHMJP",8,1.57,15700,"Sabado","Si","Normal"
"CHFLYN",72,3.49,34900,"Viernes","Si","Buena"
"OLNARC",17,1,10000,"Viernes","Si","Muy Buena"
"LEPJRO",35,3.48,34800,"Sabado","No","Normal"
"QEVVHR",29,2.97,29700,"Sabado","No","Mala"
"LBCTNR",40,1.86,18600,"Domingo","Si","Normal"
"BYHDLO",78,2.68,26800,"Sabado","No","Mala"
"GAMGZY",11,2.75,27500,"Lunes","No","Normal"
"SJZDGQ",24,1.72,17200,"Sabado","No","Buena"
"LWFVGS",35,2.21,22100,"Domingo","No","Normal"
"VTFEDS",75,2.78,27800,"Jueves","No","Normal"
"QMTCHR",9,1.61,16100,"Sabado","No","Normal"
"IKJGVR",57,2.44,24400,"Sabado","No","Mala"
"QUKFZL",61,3.45,34500,"Viernes","Si","Normal"
"KJVLHI",67,3.82,38200,"Martes","No","Normal"
"YJLHBJ",30,1.26,12600,"Sabado","No","Buena"
"DLTYDK",61,2.56,25600,"Martes","No","Normal"
"CKTJDJ",56,1.06,10600,"Miercoles","Si","Buena"
"LFNDPV",69,3.17,31700,"Domingo","Si","Normal"
"TGXHRL",18,1.19,11900,"Domingo","No","Mala"
"OUJXMO",28,2.54,25400,"Sabado","No","Muy mala"
"SBJDYL",49,1.22,12200,"Sabado","No","Muy mala"
"PYYBKO",30,2.46,24600,"Sabado","No","Buena"
"IKSUGC",41,3.66,36600,"Martes","No","Normal"
"HIPRZY",23,0.97,9700,"Sabado","Si","Buena"
"CNLXXV",76,1.03,10300,"Sabado","No","Normal"
"UYOTZG",91,3.01,30100,"Sabado","No","Muy mala"
"XOQPCT",12,2.47,24700,"Domingo","No","Normal"
"GNUIXV",51,2.72,27200,"Viernes","Si","Mala"
"GMKVHY",61,1.9,19000,"Viernes","No","Muy mala"
"MANLHT",88,1.99,19900,"Martes","No","Mala"
"UFMOGN",14,0.95,9500,"Miercoles","No","Buena"
"PIYZPK",19,0.85,8500,"Sabado","Si","Mala"
"SIGKUP",28,1.34,13400,"Miercoles","No","Normal"
"QVKRCP",5,1.73,17300,"Domingo","No","Muy mala"
"IRSXLE",60,2.02,20200,"Jueves","No","Normal"
"RCYHIJ",42,2.5,25000,"Viernes","Si","Normal"
"UOJAJK",39,1.16,11600,"Domingo","No","Buena"
"YPNPRL",79,3.39,33900,"Viernes","No","Muy Buena"
"PHSWUP",75,3.92,39200,"Domingo","No","Normal"
"IVVBFR",22,1.1,11000,"Miercoles","No","Muy Buena"
"EGDTOV",30,2.9,29000,"Viernes","No","Normal"
"JUWXEV",5,3.54,35400,"Sabado","No","Muy mala"
"ZFLKIH",22,2.14,21400,"Miercoles","No","Normal"
"PBQWYD",71,3.71,37100,"Martes","Si","Buena"
"YUHZYJ",23,3.56,35600,"Sabado","Si","Normal"
"GLKKDH",38,2.22,22200,"Jueves","No","Normal"
"EQCMHP",26,2.72,27200,"Domingo","No","Buena"
"KNBQFH",78,2.36,23600,"Sabado","No","Buena"
"DEIJDA",24,2.78,27800,"Jueves","No","Mala"
"YWCIHA",79,1.25,12500,"Domingo","No","Normal"
"OAKPQO",67,3.43,34300,"Miercoles","No","Buena"
"YBIIQH",85,0.6,6000,"Martes","No","Buena"
"VPQLYG",67,3.98,39800,"Sabado","No","Buena"
"MGWPGA",90,2.34,23400,"Martes","Si","Normal"
"TXUMKD",21,2.39,23900,"Viernes","No","Normal"
"HNILOG",9,0.97,9700,"Sabado","No","Buena"
"TNKMOE",9,3.33,33300,"Viernes","No","Buena"
"ICBHLE",76,0.62,6200,"Miercoles","No","Mala"
"WPSSFB",57,0.59,5900,"Jueves","Si","Mala"
"YQKQRD",53,3.9,39000,"Lunes","No","Mala"
"JENXKB",13,3.22,32200,"Viernes","No","Normal"
"VDJRSK",43,2.23,22300,"Viernes","No","Normal"
"AOBURV",66,0.67,6700,"Domingo","No","Normal"
"RJRVJJ",9,3.13,31300,"Lunes","No","Normal"
"VEJLHW",39,2.31,23100,"Domingo","No","Normal"
"MSMRLB",23,3.27,32700,"Sabado","No","Normal"
"QDPEYI",36,3.43,34300,"Jueves","No","Muy Buena"
"CMYLXQ",91,3.07,30700,"Miercoles","Si","Normal"
"JYRPTM",62,2.78,27800,"Martes","No","Buena"
"WMSXGX",5,1.83,18300,"Miercoles","No","Buena"
"LNJIBG",33,1.37,13700,"Sabado","No","Normal"
"POTGPS",59,2.03,20300,"Sabado","No","Buena"
"HDEYCO",14,1.36,13600,"Viernes","No","Mala"
"MRTDHL",31,2.3,23000,"Viernes","No","Buena"
"IMNAMC",67,1.51,15100,"Martes","No","Mala"
"SXWYBO",12,2.43,24300,"Martes","No","Buena"
"QPJEJJ",14,1.93,19300,"Sabado","No","Muy mala"
"VARZBR",24,1.13,11300,"Sabado","No","Muy mala"
"SBWBAI",62,0.91,9100,"Miercoles","No","Normal"
"IVQDFY",57,2.37,23700,"Domingo","No","Normal"
"RWDOKM",11,1.7,17000,"Domingo","No","Mala"
"YRYNPK",24,2.55,25500,"Martes","No","Mala"
"EIRPBM",87,1.83,18300,"Domingo","Si","Muy Buena"
"ZQVPME",53,2.26,22600,"Viernes","No","Normal"
"GSDYWG",27,3.14,31400,"Viernes","No","Mala"
"XSHWBW",66,2.13,21300,"Sabado","No","Normal"
"DNWPOG",48,3.38,33800,"Sabado","No","Muy Buena"
"MRJJQX",52,1.79,17900,"Jueves","No","Normal"
"SRJMJI",70,3.96,39600,"Sabado","No","Muy mala"
"XGGHJH",11,3.93,39300,"Martes","No","Buena"
"DLETZY",41,3.17,31700,"Domingo","Si","Muy mala"
"KYFITR",28,0.54,5400,"Domingo","No","Buena"
"UWTIIG",72,3.53,35300,"Sabado","Si","Buena"
"LCDKME",17,1.4,14000,"Miercoles","No","Normal"
"XJEHXG",50,0.77,7700,"Miercoles","No","Mala"
"KCCDDR",40,1.77,17700,"Domingo","Si","Mala"
"GPLLXY",77,3.02,30200,"Viernes","No","Muy mala"
"SUKYHE",74,3.69,36900,"Domingo","No","Normal"
"QNXPKZ",57,1.03,10300,"Domingo","Si","Buena"
"PXLTJD",68,1.51,15100,"Martes","No","Muy Buena"
"XGSQSN",24,3.79,37900,"Jueves","Si","Mala"
"WFKGLH",27,3.32,33200,"Lunes","No","Buena"
"GEHZJA",49,1.98,19800,"Sabado","No","Buena"
"EFZSFV",58,2.72,27200,"Miercoles","No","Mala"
"TZENCX",59,2.33,23300,"Lunes","No","Buena"
"OFDNGB",78,2.95,29500,"Sabado","No","Normal"
"TCXZLO",47,1.89,18900,"Viernes","No","Normal"
"IQEMQZ",27,0.63,6300,"Martes","Si","Buena"
"WVFTDR",42,1.54,15400,"Sabado","Si","Mala"
"QHWWWY",91,2.27,22700,"Jueves","No","Normal"
"RVTZLF",61,3.37,33700,"Lunes","No","Muy Buena"
"OOZPMC",44,1.73,17300,"Domingo","Si","Mala"
"HBESBN",30,2.5,25000,"Domingo","No","Mala"
"ZGIHZA",74,3.81,38100,"Lunes","No","Normal"
"STOEZJ",32,2.3,23000,"Viernes","No","Muy Buena"
"MOZSBV",30,3.22,32200,"Martes","No","Normal"
"ARHGGZ",9,0.82,8200,"Domingo","No","Mala"
"AQRLWW",15,2.49,24900,"Jueves","No","Muy Buena"
"QTPJWT",6,2.34,23400,"Lunes","No","Muy mala"
"NBHVQT",18,2.68,26800,"Martes","No","Normal"
"XZNSSH",51,3.33,33300,"Domingo","No","Buena"
"HXUALA",58,2.82,28200,"Viernes","No","Buena"
"QQSAWK",58,1.23,12300,"Miercoles","No","Buena"
"ZPKITX",5,2.86,28600,"Lunes","No","Muy Buena"
"NGNMCB",6,2.87,28700,"Domingo","No","Muy mala"
"SNBLKG",65,2.42,24200,"Domingo","No","Mala"
"BJLXQL",42,1.86,18600,"Sabado","Si","Buena"
"FUUVWF",20,3.13,31300,"Domingo","No","Normal"
"EPNOIX",9,2.66,26600,"Martes","No","Normal"
"MBGRHZ",79,1.06,10600,"Domingo","Si","Mala"
"GCOQXL",53,2.93,29300,"Miercoles","No","Muy Buena"
"UNIXFU",55,1.16,11600,"Sabado","Si","Buena"
"BIOXQO",35,3.77,37700,"Domingo","Si","Muy Buena"
"FQESTO",13,0.6,6000,"Jueves","No","Muy mala"
"OODXMZ",8,1.85,18500,"Sabado","No","Buena"
"OIFRGZ",7,1.62,16200,"Sabado","No","Mala"
"TDAWTO",39,2.54,25400,"Lunes","No","Muy Buena"
"QSDZJM",27,2.04,20400,"Viernes","No","Normal"
"QJYMOK",29,1.68,16800,"Martes","No","Normal"
"OTDHEQ",59,3.83,38300,"Domingo","No","Mala"
"XQBGAB",79,1.63,16300,"Jueves","No","Muy mala"
"BFEYQU",11,2.24,22400,"Sabado","No","Normal"
"PQLNBB",18,3.59,35900,"Martes","No","Buena"
"EJPUVN",16,1.84,18400,"Domingo","Si","Muy Buena"
"PBFCXK",53,1.86,18600,"Domingo","No","Mala"
"LBWECG",41,2.88,28800,"Jueves","Si","Mala"
"YOLKQM",78,2.33,23300,"Miercoles","No","Normal"
"HCGZBS",70,0.73,7300,"Domingo","Si","Buena"
"PTQSET",73,2.48,24800,"Lunes","No","Mala"
"LHQXZX",86,2.93,29300,"Domingo","No","Normal"
"ZITTTI",6,3.36,33600,"Domingo","No","Buena"
"SNRDBZ",57,2.3,23000,"Viernes","Si","Normal"
"FPAVGJ",41,0.59,5900,"Jueves","No","Muy mala"
"CVWXHF",45,1.02,10200,"Martes","No","Muy Buena"
"FVJTIS",36,3.76,37600,"Miercoles","No","Normal"
"ZVEPOM",44,2.22,22200,"Viernes","No","Muy mala"
"TWVMTW",32,2.66,26600,"Viernes","No","Muy Buena"
"IYHMLT",26,2.67,26700,"Jueves","No","Muy Buena"
"KUIUXZ",17,1.56,15600,"Domingo","No","Normal"
"QYPTVB",22,1.65,16500,"Viernes","No","Normal"
"RAIBKR",85,1.23,12300,"Miercoles","No","Buena"
"HKGLZT",15,1.66,16600,"Martes","No","Normal"
"SPUPBR",67,2.83,28300,"Domingo","Si","Buena"
"THXBEZ",33,1.28,12800,"Viernes","Si","Buena"
"NDLUFX",81,3.74,37400,"Lunes","No","Muy Buena"
"RMEMKD",61,3.52,35200,"Domingo","No","Muy mala"
"UUVPJD",68,0.69,6900,"Jueves","Si","Normal"
"VAJEJI",52,1.7,17000,"Martes","Si","Mala"
"OYYDBU",84,2.86,28600,"Domingo","No","Normal"
"ZGJWNL",51,0.54,5400,"Miercoles","No","Normal"
"ZPYKUU",57,3,30000,"Jueves","No","Muy Buena"
"LQZGGX",52,0.7,7000,"Miercoles","No","Normal"
"QXZDWA",42,3.65,36500,"Viernes","No","Muy mala"
"KTNCGW",42,3.55,35500,"Lunes","No","Normal"
"CLHHKN",75,1.35,13500,"Domingo","No","Normal"
"SUHNHT",38,3.34,33400,"Miercoles","No","Muy Buena"
"NMIFWO",66,3.14,31400,"Sabado","Si","Normal"
"WBDJQL",14,2.94,29400,"Jueves","Si","Normal"
"QQNQFH",44,3.72,37200,"Domingo","No","Normal"
"ADUHKQ",81,0.76,7600,"Viernes","No","Normal"
"ILMFBL",82,3.03,30300,"Domingo","No","Mala"
"OBULXI",6,1.52,15200,"Domingo","No","Mala"
"MKMZCN",64,0.75,7500,"Sabado","No","Mala"
"FOWQZB",73,1.11,11100,"Viernes","No","Normal"
"UNCZSF",65,0.65,6500,"Sabado","No","Normal"
"UBDBBH",62,1.58,15800,"Miercoles","No","Buena"
"LSEOOJ",40,0.86,8600,"Lunes","No","Mala"
"PVEUZM",54,0.73,7300,"Domingo","No","Normal"
"WNQFUU",30,1.56,15600,"Jueves","No","Mala"
"NGDCPF",49,2.3,23000,"Jueves","No","Normal"
"OONAOL",51,2.38,23800,"Sabado","No","Normal"
"PIBYGN",29,3.63,36300,"Miercoles","Si","Buena"
"THQRKL",61,0.82,8200,"Domingo","Si","Normal"
"EVYFNS",60,3.28,32800,"Sabado","No","Muy Buena"
"PXNASQ",7,2.39,23900,"Martes","No","Buena"
"DBBIAK",57,2.65,26500,"Miercoles","No","Muy mala"
"GPEMQJ",51,2.37,23700,"Miercoles","No","Muy Buena"
"KAUKNP",49,1.35,13500,"Domingo","Si","Normal"
"WMTUFX",27,1.03,10300,"Miercoles","No","Mala"
"IRBHYT",52,3.75,37500,"Viernes","No","Muy mala"
"DXVLKO",62,1.21,12100,"Lunes","No","Normal"
"NJUZZA",89,3,30000,"Jueves","No","Normal"
"RYOFBI",8,1.53,15300,"Jueves","No","Normal"
"UXWNAE",83,3.61,36100,"Viernes","No","Muy mala"
"EIBGFY",44,3.72,37200,"Miercoles","Si","Buena"
"PQVXNI",24,1.5,15000,"Martes","No","Normal"
"WSRYVQ",57,1.52,15200,"Sabado","No","Mala"
"UFPQPY",43,1.08,10800,"Miercoles","No","Muy mala"
"BAYIDR",74,1.52,15200,"Lunes","No","Buena"
"QRVUNB",5,1.53,15300,"Jueves","No","Normal"
"LYZFOZ",74,1.13,11300,"Sabado","No","Mala"
"KOILPW",30,1.71,17100,"Viernes","No","Mala"
"ADNXYL",92,0.85,8500,"Jueves","No","Muy Buena"
"XTRBNW",64,1.51,15100,"Martes","No","Normal"
"TDTWKV",22,3.2,32000,"Sabado","No","Mala"
"IJZQUJ",91,3.72,37200,"Sabado","No","Normal"
"FUAQKF",69,1.27,12700,"Sabado","No","Normal"
"AEQIQS",62,3.97,39700,"Sabado","No","Mala"
"USPBIW",41,3.46,34600,"Viernes","No","Muy Buena"
"OXSVCF",47,3.82,38200,"Sabado","No","Normal"
"BFHWZW",59,2.72,27200,"Sabado","No","Buena"
"THMIBZ",36,1.04,10400,"Sabado","No","Buena"
"OBJPNE",75,2.39,23900,"Sabado","No","Mala"
"NAAJKL",37,0.68,6800,"Martes","No","Normal"
"IEPAUC",46,3.86,38600,"Sabado","No","Normal"
"WJSYHM",85,3.27,32700,"Sabado","Si","Buena"
"AUTGNA",60,2.27,22700,"Viernes","No","Normal"
"QIKRGP",87,0.51,5100,"Martes","No","Buena"
"VQBQPZ",48,2.39,23900,"Lunes","No","Muy Buena"
"WVPINM",49,2.49,24900,"Lunes","No","Muy mala"
"PUTCWP",7,2.02,20200,"Jueves","No","Muy Buena"
"OFHEPE",56,2.38,23800,"Domingo","No","Muy Buena"
"PSQMBC",82,3.98,39800,"Sabado","Si","Buena"
"IMAUJU",9,1.31,13100,"Domingo","No","Buena"
"OAGLAG",43,2.89,28900,"Miercoles","No","Mala"
"ROIAXC",84,2.27,22700,"Sabado","No","Buena"
"VCCVOO",17,3.84,38400,"Miercoles","No","Muy Buena"
"CHKVBB",73,1.01,10100,"Lunes","No","Muy mala"
"HYCRFC",40,2.58,25800,"Domingo","Si","Buena"
"AQNRGV",42,3.63,36300,"Martes","No","Muy mala"
"SUVBDU",10,0.99,9900,"Martes","No","Normal"
"UXJBEJ",63,3.43,34300,"Domingo","No","Buena"
"UIJITX",60,1.86,18600,"Sabado","No","Buena"
"SPTGDR",88,1.08,10800,"Sabado","No","Normal"
"FFKYZR",16,2.78,27800,"Sabado","No","Mala"
"GWSYVB",25,2.29,22900,"Sabado","No","Buena"
"ZAMCIC",48,1.12,11200,"Miercoles","No","Normal"
"NZWXPP",56,1.47,14700,"Sabado","No","Mala"
"TKAZHB",91,1,10000,"Jueves","No","Mala"
"KKNULP",76,2.51,25100,"Sabado","Si","Normal"
"DDKKIP",55,0.58,5800,"Lunes","No","Muy mala"
"MTQWIG",90,3.77,37700,"Sabado","No","Normal"
"YRVVEY",28,3.18,31800,"Domingo","No","Normal"
"RCSDAE",35,1.38,13800,"Domingo","No","Muy Buena"
"KVAILJ",41,0.8,8000,"Domingo","No","Buena"
"TNGFCD",79,2.99,29900,"Domingo","Si","Buena"
"SJTLUE",61,1.94,19400,"Domingo","Si","Mala"
"HKLUAM",40,2.57,25700,"Viernes","No","Mala"
"MANNNN",62,0.74,7400,"Miercoles","No","Mala"
"IKMRYF",74,3.61,36100,"Sabado","No","Buena"
"HJZYPB",13,1.22,12200,"Sabado","No","Buena"
"NJWITY",27,3.05,30500,"Sabado","No","Normal"
"ISBOSJ",73,3.38,33800,"Lunes","No","Mala"
"JYDEAC",23,2.93,29300,"Sabado","Si","Mala"
"GYNUBC",15,1.59,15900,"Miercoles","No","Normal"
"FRVKGZ",92,3.97,39700,"Domingo","No","Muy Buena"
"UOUJNH",62,3.26,32600,"Lunes","Si","Muy mala"
"WCCCYY",14,0.88,8800,"Sabado","No","Muy Buena"
"QAPKJT",86,1.73,17300,"Jueves","No","Mala"
"XWHFJO",46,3.8,38000,"Domingo","No","Mala"
"HWRPGR",85,3.07,30700,"Sabado","No","Mala"
"EIUAXV",82,3.16,31600,"Domingo","No","Muy mala"
"UTLVJQ",39,0.7,7000,"Miercoles","Si","Normal"
"NVBSLA",71,3.75,37500,"Sabado","No","Normal"
"GHMSVJ",7,3.03,30300,"Jueves","No","Buena"
"KWTQNU",89,0.75,7500,"Martes","No","Normal"
"FLVMDE",89,1.1,11000,"Jueves","No","Normal"
"ACNCEB",53,0.67,6700,"Viernes","No","Mala"
"XYTSJF",48,0.53,5300,"Jueves","No","Normal"
"JJYWGK",57,0.67,6700,"Domingo","No","Buena"
"GDXVHS",58,2.29,22900,"Sabado","No","Normal"
"XAAMJA",68,3.49,34900,"Domingo","No","Normal"
"GOXDAW",25,2.57,25700,"Miercoles","No","Mala"
"GZAGAE",27,0.85,8500,"Domingo","No","Normal"
"UFKBRE",91,2.31,23100,"Sabado","Si","Normal"
"WOUYFI",63,3.28,32800,"Domingo","No","Muy mala"
"KOXZXW",11,2.13,21300,"Sabado","No","Muy mala"
"ARNUIS",16,2.09,20900,"Domingo","No","Mala"
"ZJCDRW",43,0.7,7000,"Domingo","No","Buena"
"IYFJLN",14,0.94,9400,"Jueves","No","Mala"
"YQOISZ",78,3.93,39300,"Domingo","No","Normal"
"KQFRCK",41,0.62,6200,"Domingo","Si","Normal"
"MWQWNB",81,2.87,28700,"Domingo","No","Normal"
"QYLSUJ",66,3.81,38100,"Sabado","No","Normal"
"JYAXLS",22,2.82,28200,"Domingo","No","Normal"
"LPDNJU",47,3.17,31700,"Viernes","No","Buena"
"SXQSLR",70,3.95,39500,"Sabado","No","Buena"
"BIGZVV",21,1.34,13400,"Sabado","No","Buena"
"DFUWZG",53,2.33,23300,"Domingo","No","Muy Buena"
"QOEQNA",60,2.48,24800,"Sabado","No","Mala"
"AOUJSV",63,0.86,8600,"Domingo","No","Buena"
"VLWUAG",67,3.5,35000,"Jueves","No","Buena"
"WSKYBJ",92,1.2,12000,"Domingo","No","Normal"
"WKYCZE",89,2.08,20800,"Sabado","No","Buena"
"OZLIIL",56,1.47,14700,"Sabado","Si","Normal"
"MXCLYW",47,0.61,6100,"Viernes","No","Muy Buena"
"JCFVND",78,1.89,18900,"Jueves","No","Mala"
"MACGMB",31,2.6,26000,"Jueves","No","Normal"
"GVSDGC",56,1.29,12900,"Miercoles","No","Muy Buena"
"NORIQO",69,2.95,29500,"Sabado","No","Muy mala"
"TPVLTN",77,1.86,18600,"Martes","No","Normal"
"LOBFTS",48,2.58,25800,"Sabado","No","Normal"
"PCVTEB",63,1.67,16700,"Domingo","No","Muy Buena"
"XARCUV",8,1.61,16100,"Miercoles","No","Normal"
"LCPITQ",50,2.26,22600,"Miercoles","No","Muy mala"
"SWBLNI",62,2.33,23300,"Miercoles","No","Normal"
"BCRKLK",65,0.89,8900,"Miercoles","No","Buena"
"GFNRQG",60,1.08,10800,"Jueves","No","Muy mala"
"VSSTQA",30,1.63,16300,"Sabado","No","Mala"
"UODJPK",30,0.94,9400,"Jueves","No","Normal"
"IPLPVT",70,1.06,10600,"Jueves","No","Buena"
"UZFWDL",92,0.75,7500,"Sabado","No","Muy mala"
"QGOSPU",41,0.6,6000,"Sabado","No","Muy mala"
"SONUMK",58,1.95,19500,"Sabado","No","Muy mala"
"VXMIXW",7,3.8,38000,"Domingo","No","Normal"
"SPDNNP",86,1.78,17800,"Viernes","No","Mala"
"OOKIBE",22,0.88,8800,"Martes","No","Normal"
"MORMIQ",34,3.96,39600,"Lunes","No","Buena"
"RYWHKG",86,1.44,14400,"Domingo","No","Muy Buena"
"KIFTNN",13,3.15,31500,"Martes","No","Buena"
"QVUNWC",19,2.63,26300,"Domingo","No","Mala"
"JWBZXC",53,1.81,18100,"Lunes","No","Normal"
"FEISAX",60,1.49,14900,"Sabado","No","Normal"
"WIOYBO",46,0.59,5900,"Jueves","No","Buena"
"BFMBDL",10,0.88,8800,"Jueves","No","Muy mala"
"EXUSOJ",74,1.41,14100,"Domingo","No","Mala"
"BKLFCQ",9,1.41,14100,"Viernes","No","Normal"
"KFMBXR",33,3.09,30900,"Domingo","Si","Normal"
"HYQWFE",25,1.61,16100,"Miercoles","No","Normal"
"PNPKYZ",38,3.63,36300,"Domingo","No","Normal"
"IKONRM",18,2.98,29800,"Viernes","No","Buena"
"FVRCQQ",77,1.19,11900,"Jueves","No","Buena"
"YTNHYA",70,1.15,11500,"Sabado","No","Mala"
"JLRQRE",70,2.67,26700,"Domingo","No","Buena"
"AUVUDR",25,2.88,28800,"Domingo","Si","Mala"
"PLLWIO",66,3.24,32400,"Sabado","No","Mala"
"ABWQRG",14,1.41,14100,"Sabado","No","Normal"
"JVIKZL",42,2.83,28300,"Viernes","No","Buena"
"XVDVJA",69,3.47,34700,"Miercoles","No","Mala"
"TFFXVT",85,3.79,37900,"Sabado","No","Buena"
"YYOCIM",73,2.6,26000,"Sabado","Si","Muy Buena"
"DRWUGU",83,2.32,23200,"Jueves","No","Normal"
"FAMVWC",17,0.86,8600,"Lunes","No","Muy mala"
"FUYOQO",15,2.47,24700,"Sabado","No","Buena"
"TGDKPD",60,3.72,37200,"Domingo","No","Buena"
"MDYIWY",78,1.47,14700,"Sabado","No","Normal"
"ZUJQQH",17,3.49,34900,"Lunes","Si","Muy Buena"
"GXUYDS",68,3.91,39100,"Martes","No","Buena"
"NPLHFC",49,2.21,22100,"Domingo","No","Buena"
"PGFFDU",21,0.96,9600,"Domingo","No","Buena"
"RQFOGO",32,1.32,13200,"Martes","No","Mala"
"URAYFZ",7,3.06,30600,"Martes","No","Mala"
"HDADFT",22,2.53,25300,"Domingo","No","Normal"
"NOAEJA",38,3.5,35000,"Sabado","No","Normal"
"OMPKOI",69,3.36,33600,"Viernes","Si","Normal"
"FOYHTP",44,2.32,23200,"Domingo","No","Muy Buena"
"YAIBLF",45,1.68,16800,"Sabado","No","Muy Buena"
"LNQXZC",90,3.36,33600,"Domingo","No","Normal"
"ZNCQDX",78,1.65,16500,"Domingo","No","Buena"
"LJRDAP",39,2.77,27700,"Sabado","No","Normal"
"DVYFZW",83,2.3,23000,"Jueves","No","Normal"
"VYLBMM",44,1.54,15400,"Jueves","No","Buena"
"IIHZJQ",36,2.45,24500,"Lunes","No","Normal"
"VLNAQZ",72,1.05,10500,"Sabado","No","Normal"
"RIGNDZ",48,1.49,14900,"Jueves","No","Mala"
"ZCVMAV",56,3.2,32000,"Sabado","No","Normal"
"FIFKYR",48,3.76,37600,"Miercoles","No","Muy Buena"
"XKGIYS",85,3.96,39600,"Miercoles","No","Normal"
"LOQDCT",28,3.96,39600,"Sabado","Si","Muy Buena"
"ZTABAM",74,1.2,12000,"Miercoles","No","Buena"
"JFUYXX",9,2.07,20700,"Martes","No","Normal"
"WNBJFP",22,2.41,24100,"Martes","No","Normal"
"LHCGSJ",84,2.64,26400,"Miercoles","Si","Normal"
"KPBACM",78,1.35,13500,"Sabado","No","Muy Buena"
"AIPNMP",50,2.01,20100,"Sabado","No","Buena"
"INSZOK",16,1.07,10700,"Viernes","No","Muy Buena"
"USRNCH",56,1.51,15100,"Sabado","No","Normal"
"NHTONN",6,2.07,20700,"Sabado","Si","Mala"
"NRSMEI",26,0.78,7800,"Viernes","No","Mala"
"OOUNSB",47,1.89,18900,"Sabado","No","Muy Buena"
"JSEUHM",58,2.58,25800,"Viernes","No","Muy mala"
"HYQKNL",81,3.09,30900,"Lunes","No","Muy Buena"
"VDQDQQ",29,1.52,15200,"Lunes","No","Muy Buena"
"RPNIAX",30,3.91,39100,"Martes","Si","Muy mala"
"QWEFBY",30,1.51,15100,"Martes","No","Muy mala"
"XOHGRL",45,1.62,16200,"Domingo","No","Normal"
"QNQPDT",46,2.91,29100,"Domingo","No","Buena"
"DLMNRX",83,2.32,23200,"Viernes","No","Mala"
"OSAAYU",30,2.71,27100,"Viernes","No","Buena"
"AOQPXF",12,2.2,22000,"Miercoles","No","Normal"
"DJGCEM",37,0.73,7300,"Domingo","No","Normal"
"SORETC",17,2.05,20500,"Domingo","No","Muy mala"
"LUYDOY",88,2.68,26800,"Miercoles","No","Normal"
"EAYRTT",33,2.91,29100,"Miercoles","No","Normal"
"SOWNDI",56,3.86,38600,"Miercoles","No","Muy mala"
"VUUSST",79,2.67,26700,"Sabado","No","Normal"
"UFUXQP",20,2.49,24900,"Domingo","No","Normal"
